category_id,segment,category,commodity
352,Structures And Building And Construction And Manufacturing Components And Supplies,Structural Components And Basic Shapes,Reinforcing Bar Or Rebar Or Mesh
353,Tools And General Machinery,Hand Tools,Nut Driver Bits
354,Industrial Manufacturing And Processing Machinery And Accessories,Industrial Process Machinery And Equipment And Supplies,Pharmacy Compounder Or Accessories
355,Furniture And Furnishings,Accommodation Furniture,Furniture Carts
356,Land And Buildings And Structures And Thoroughfares,Prefabricated Buildings And Structures,Dental Unit
357,Food Beverage And Tobacco Products,Seasonings And Preservatives,Cooking Sauce
358,Manufacturing Components And Supplies,Hardware,Mounting Kits
359,Service Industry Machinery And Equipment And Supplies,Institutional Food Services Equipment,Food Service Cups Or Mugs
360,Defense And Law Enforcement And Security And Safety Equipment And Supplies,Personal Safety And Protection,Protective Gloves
361,Manufacturing Components And Supplies,Hardware,Inserts
362,Medical Equipment And Accessories And Supplies,Emergency And Field Medical Services Products,Field Medical Or Laboratory Medical Equipment Kits Or Related Products
363,Cleaning Equipment And Supplies,Cleaning And Janitorial Supplies,Mop Heads
364,Food Beverage And Tobacco Products,Beverages,Powdered Drink Mix
365,Food Beverage And Tobacco Products,Fresh Fruits,Amber Crest Peaches
366,Travel And Food And Lodging And Entertainment Services,Restaurants And Catering,Delivered Meals Services
367,Laboratory And Measuring And Observing And Testing Equipment,Measuring And Observing And Testing Instruments,Chemistry Test Strips Or Test Paper
368,Tools And General Machinery,Hydraulic Machinery And Equipment,Hydraulic Extractor
369,Manufacturing Components And Supplies,Hardware,Shim
370,Public Utilities And Public Sector Related Services,Utilities,Supply Of Fuel Oil
371,Transportation And Storage And Mail Services,Transportation Repair Or Maintenance Services,Heavy Truck Maintenance And Repair
372,Cleaning Equipment And Supplies,Cleaning And Janitorial Supplies,Bleaches
373,Published Products,Printed Media,Leisure Reading Books
374,Food Beverage And Tobacco Products,Meat And Poultry Products,"Beef, Processed Without Additions"
375,Distribution And Conditioning Systems And Equipment And Components,Fluid And Gas Distribution,Plumbing Vents
376,Cleaning Equipment And Supplies,Cleaning And Janitorial Supplies,Rags
377,Medical Equipment And Accessories And Supplies,Dental Equipment And Supplies,Dental Burs
378,Structures And Building And Construction And Manufacturing Components And Supplies,Interior Finishing Materials,Acoustic Ceiling Tiles
379,Defense And Law Enforcement And Security And Safety Equipment And Supplies,Personal Safety And Protection,Respirators
380,Information Technology Broadcasting And Telecommunications,Computer Equipment And Accessories,Bar Code Reader Equipment
381,Laboratory And Measuring And Observing And Testing Equipment,Measuring And Observing And Testing Instruments,Occupant Sensor
382,Cleaning Equipment And Supplies,Cleaning And Janitorial Supplies,Institutional Soap Or Lotion Dispensers
383,Apparel And Luggage And Personal Care Products,Clothing,Mens Slacks Or Trousers Or Shorts
384,Medical Equipment And Accessories And Supplies,Intravenous And Arterial Administration Products,Peripheral Intravenous Catheters For General Use
385,Electrical Systems And Lighting And Components And Accessories And Supplies,Electrical Equipment And Components And Supplies,Circuit Breakers
386,Medical Equipment And Accessories And Supplies,Dental Equipment And Supplies,Dental Hygiene Instruments
387,Food Beverage And Tobacco Products,Edible Oils And Fats,Edible Vegetable Or Plant Oils
388,Food Beverage And Tobacco Products,Meat And Poultry Products,"Beef, Minimally Processed Without Additions"
389,Medical Equipment And Accessories And Supplies,Intravenous And Arterial Administration Products,Analgesic Infusion Sets Or Kits
390,Medical Equipment And Accessories And Supplies,Orthopedic And Prosthetic And Sports Medicine Products,Knee Braces Or Hinged Knee Supports
391,Tools And General Machinery,Pneumatic Machinery And Equipment,Air Regulators
392,Material Handling And Conditioning And Storage Machinery And Their Accessories And Supplies,Material Handling Machinery And Equipment,Hoists
393,Information Technology Broadcasting And Telecommunications,Communications Devices And Accessories,Phone Headsets
394,Paper Materials And Products,Paper Products,Thermal Paper
395,Musical Instruments And Games And Toys And Arts And Crafts And Educational Equipment And Materials And Accessories And Supplies,Arts And Crafts Equipment And Accessories And Supplies,Rubber Stamping Stamps
396,Food Beverage And Tobacco Products,Bread And Bakery Products,Frozen Bread
397,Service Industry Machinery And Equipment And Supplies,Institutional Food Services Equipment,Commercial Use Electric Can Openers
398,Engineering And Research And Technology Based Services,Computer Services,Database Information Retrieval
399,Power Generation And Distribution Machinery And Accessories,Electrical Wire And Cable And Harness,Installation Cables
400,Medical Equipment And Accessories And Supplies,Patient Care And Treatment Products And Supplies,Vascular Or Compression Apparel Or Supports
401,Healthcare Services,Medical Practice,Psychologists Services
402,Fuels And Fuel Additives And Lubricants And Anti Corrosive Materials,Gaseous Fuels And Additives,Propane
403,Defense And Law Enforcement And Security And Safety Equipment And Supplies,Personal Safety And Protection,Waterproof Trousers Or Pants
404,Structures And Building And Construction And Manufacturing Components And Supplies,Interior Finishing Materials,Panels Or Paneling
405,Transportation And Storage And Mail Services,Mail And Cargo Transport,National Postal Delivery Services
406,Laboratory And Measuring And Observing And Testing Equipment,Measuring And Observing And Testing Instruments,Fiber Optic Test Sources
407,Laboratory And Measuring And Observing And Testing Equipment,Laboratory Supplies And Fixtures,Dosing Cups
408,Information Technology Broadcasting And Telecommunications,Components For Information Technology Or Broadcasting Or Telecommunications,Read Only Compact Disc Cd
409,Food Beverage And Tobacco Products,Prepared And Preserved Foods,Fresh Plain Pasta Or Noodles
410,Information Technology Broadcasting And Telecommunications,Data Voice Or Multimedia Network Equipment Or Platforms And Accessories,Server Load Balancer
411,Office Equipment And Accessories And Supplies,Office Supplies,Mechanical Pencils
412,Manufacturing Components And Supplies,Hardware,Turnbuckles
413,Industrial Production And Manufacturing Services,Manufacture Of Electrical Goods And Precision Instruments,Electrical Accessories Or Supplies Manufacture Services
414,Structures And Building And Construction And Manufacturing Components And Supplies,Construction And Maintenance Support Equipment,Construction Trailer
415,Apparel And Luggage And Personal Care Products,Clothing,Womens Shirts Or Blouses
416,Medical Equipment And Accessories And Supplies,Independent Living Aids For The Physically Challenged,Canes Or Cane Accessories
417,Apparel And Luggage And Personal Care Products,Personal Care Products,Barber And Salon Hair Cutting Gown Or Cape
418,Engineering And Research And Technology Based Services,Computer Services,Network Application Software Maintenance
419,Chemicals Including Bio Chemicals And Gas Materials,Elements And Gases,Sodium Na
420,Office Equipment And Accessories And Supplies,Office Machines And Their Supplies And Accessories,Ink Cartridges
421,Material Handling And Conditioning And Storage Machinery And Their Accessories And Supplies,Containers And Storage,Flexible Intermediate Bulk Containers
422,Medical Equipment And Accessories And Supplies,Patient Care And Treatment Products And Supplies,Medical Cartridge Syringes
423,Food Beverage And Tobacco Products,Fresh Vegetables,Broccoli Raab
424,Medical Equipment And Accessories And Supplies,Emergency And Field Medical Services Products,Automated External Defibrillators Aed Or Hard Paddles
425,Industrial Manufacturing And Processing Machinery And Accessories,Metal Cutting Machinery And Accessories,Pipe Or Tube Cutter
426,Food Beverage And Tobacco Products,Meat And Poultry Products,"Pork, Processed With Additions"
427,Food Beverage And Tobacco Products,Prepared And Preserved Foods,Shelf Stable Plain Pasta Or Noodles
428,Musical Instruments And Games And Toys And Arts And Crafts And Educational Equipment And Materials And Accessories And Supplies,Developmental And Professional Teaching Aids And Materials And Accessories And Supplies,Electronic Card Readers
429,Medical Equipment And Accessories And Supplies,Dental Equipment And Supplies,Dental Syringes Or Needles Or Syringes With Needles
430,Manufacturing Components And Supplies,Hardware,Hardware Staples
431,Material Handling And Conditioning And Storage Machinery And Their Accessories And Supplies,Material Handling Machinery And Equipment,Overhead Track Conveyor
432,Live Plant And Animal Material And Accessories And Supplies,Fertilizers And Plant Nutrients And Herbicides,Weed Killer
433,Distribution And Conditioning Systems And Equipment And Components,Pipe Piping And Pipe Fittings,Copper Pipe Elbow
434,Medical Equipment And Accessories And Supplies,Patient Care And Treatment Products And Supplies,Medical Catheter Tip Syringes
435,Industrial Manufacturing And Processing Machinery And Accessories,Sawmilling And Lumber Processing Machinery And Equipment,Lumber Alignment Guide
436,Distribution And Conditioning Systems And Equipment And Components,Fluid And Gas Distribution,Gate Valves
437,Medical Equipment And Accessories And Supplies,Dental Equipment And Supplies,Amalgam Carriers
438,Transportation And Storage And Mail Services,Mail And Cargo Transport,Letter Or Small Parcel Local Delivery Services
439,Medical Equipment And Accessories And Supplies,Medical Apparel And Textiles,Surgical Gloves
440,Food Beverage And Tobacco Products,Meat And Poultry Products,"Chicken, Processed With Additions"
441,Mineral And Textile And Inedible Plant And Animal Materials,Fabrics And Leather Materials,Tape Fabrics
442,Laboratory And Measuring And Observing And Testing Equipment,Measuring And Observing And Testing Instruments,Ph Test Strips Or Papers
443,Medical Equipment And Accessories And Supplies,Orthopedic And Prosthetic And Sports Medicine Products,Cases For Splint Or Accessories
444,Industrial Production And Manufacturing Services,Plastic And Chemical Industries,Drugs Or Medicine Production Services
445,Sports And Recreational Equipment And Supplies And Accessories,Gymnastics And Boxing Equipment,Boxing Rings
446,Apparel And Luggage And Personal Care Products,Personal Care Products,Dental Floss
447,Furniture And Furnishings,Accommodation Furniture,Desks
448,Musical Instruments And Games And Toys And Arts And Crafts And Educational Equipment And Materials And Accessories And Supplies,Developmental And Professional Teaching Aids And Materials And Accessories And Supplies,Badges
449,Electrical Systems And Lighting And Components And Accessories And Supplies,Electrical Equipment And Components And Supplies,Cable Ties
450,Food Beverage And Tobacco Products,Fresh Fruits,Granny Smith Apples
451,Furniture And Furnishings,Home Furnishing Adornments,Glass Vase
452,Food Beverage And Tobacco Products,Beverages,Instant Coffee
453,Engineering And Research And Technology Based Services,Manufacturing Technologies,Transport Facilitation
454,Sports And Recreational Equipment And Supplies And Accessories,Sports Equipment And Accessories,Sport Safety Equipment Other Than Headgear
455,Food Beverage And Tobacco Products,Cereal And Pulse Products,Pulse Flour
456,Medical Equipment And Accessories And Supplies,Respiratory And Anesthesia And Resuscitation Products,Spirometers Or Its Accessories Or Its Supplies
457,Farming And Fishing And Forestry And Wildlife Contracting Services,Water Resources Development And Oversight,Water Quality Assessment Services
458,Industrial Manufacturing And Processing Machinery And Accessories,Industrial Process Machinery And Equipment And Supplies,Form Or Fill Or Seal Machinery
459,Food Beverage And Tobacco Products,Prepared And Preserved Foods,Frozen Sandwich Fillers
460,Tools And General Machinery,Hand Tools,Socket Attachments And Accessories
461,Medical Equipment And Accessories And Supplies,Clinical Nutrition,Nutritional Bars Or Pudding Or Other Supplements
462,Service Industry Machinery And Equipment And Supplies,Institutional Food Services Equipment,Food Serving Or Dispensing Table
